clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
0,flat,scaly,green,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,red,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,black,solitary,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,paths,No presenta
0,flat,fibrous,red,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,fibrous,green,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,scattered,wood,No presenta
0,flat,scaly,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,black,solitary,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,solitary,grasses,No presenta
0,flat,scaly,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,several,wood,Presenta
0,flat,fibrous,red,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray.,white,one,pendant,brown,several,wood,Presenta
1,convex,smooth,white,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,No presenta
0,convex,scaly,brown,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,several,wood,Presenta
0,convex,scaly,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,fibrous,white,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
1,convex,smooth,green,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,scattered,wood,No presenta
0,convex,scaly,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,several,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,wood,No presenta
0,convex,fibrous,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray.,white,one,pendant,black,several,wood,Presenta
1,convex,smooth,pink,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
1,convex,fibrous,green,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,scattered,wood,No presenta
1,convex,fibrous,green,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,scattered,wood,No presenta
0,flat,scaly,green,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,scaly,brown,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,smooth,white,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,scattered,wood,No presenta
0,flat,scaly,brown,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,several,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,solitary,grasses,No presenta
0,flat,fibrous,red,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,Presenta
0,flat,fibrous,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,several,wood,Presenta
1,convex,fibrous,white,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,No presenta
0,flat,fibrous,green,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,several,grasses,No presenta
1,convex,fibrous,white,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,paths,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,solitary,wood,No presenta
0,flat,scaly,green,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,black,solitary,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,grasses,No presenta
0,flat,scaly,red,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,red,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,black,several,wood,Presenta
0,flat,fibrous,green,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,smooth,pink,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,scattered,wood,No presenta
0,flat,scaly,red,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,solitary,wood,Presenta
1,convex,fibrous,pink,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,No presenta
0,flat,fibrous,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,scaly,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,grasses,No presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,several,grasses,No presenta
1,convex,fibrous,green,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,scattered,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,wood,No presenta
0,flat,fibrous,green,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,several,wood,Presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,paths,No presenta
1,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,smooth,white,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,brown,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,brown,several,wood,Presenta
0,flat,fibrous,green,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,black,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,smooth,white,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
0,flat,fibrous,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink.,white,one,pendant,brown,several,wood,Presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,grasses,No presenta
1,convex,fibrous,pink,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
0,convex,scaly,buff,almond,free,close,broad,red,enlarging,club,smooth,smooth,red,white.,white,two,evanescent,white,clustered,waste,Presenta
1,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,grasses,No presenta
0,flat,fibrous,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,several,wood,No presenta
1,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,green,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,scattered,wood,No presenta
1,convex,smooth,green,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,chocolate,scattered,grasses,Presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,several,grasses,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,wood,No presenta
0,flat,fibrous,red,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,several,wood,Presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,paths,No presenta
0,flat,fibrous,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,red,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,several,wood,Presenta
1,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,paths,No presenta
0,flat,fibrous,green,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,solitary,wood,Presenta
0,flat,scaly,red,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,several,wood,Presenta
0,convex,fibrous,red,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,several,wood,Presenta
1,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,wood,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,paths,No presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
0,convex,fibrous,green,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,several,wood,Presenta
1,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,smooth,green,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,No presenta
0,flat,fibrous,red,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink.,white,one,pendant,black,several,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,wood,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,several,paths,No presenta
0,flat,fibrous,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,black,several,wood,Presenta
0,flat,scaly,brown,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,scaly,brown,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,black,several,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,several,wood,Presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,paths,No presenta
1,convex,smooth,pink,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,grasses,No presenta
0,flat,fibrous,brown,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,scaly,red,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,black,solitary,wood,Presenta
0,flat,scaly,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,paths,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,solitary,paths,No presenta
0,flat,fibrous,red,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,brown,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,brown,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,solitary,paths,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,several,paths,No presenta
1,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,red,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,brown,several,wood,Presenta
1,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,wood,No presenta
0,flat,scaly,brown,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,solitary,wood,Presenta
0,flat,fibrous,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray.,white,one,pendant,black,solitary,wood,Presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,grasses,No presenta
0,convex,fibrous,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,green,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink.,white,one,pendant,brown,solitary,wood,Presenta
1,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,grasses,No presenta
0,flat,scaly,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,red,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown.,white,one,large,chocolate,several,grasses,No presenta
0,flat,scaly,red,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,several,wood,Presenta
1,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,brown,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,solitary,wood,Presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,solitary,paths,No presenta
0,flat,fibrous,red,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,solitary,wood,Presenta
1,flat,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,brown,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,black,several,wood,Presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,solitary,wood,No presenta
1,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,wood,No presenta
0,flat,scaly,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,white,one,large,chocolate,solitary,paths,No presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,wood,No presenta
0,flat,scaly,red,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,grasses,No presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,several,grasses,No presenta
0,flat,fibrous,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,several,wood,Presenta
0,flat,scaly,red,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,brown,solitary,wood,Presenta
1,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,solitary,paths,No presenta
0,flat,scaly,brown,anise,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,green,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,several,wood,Presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown.,white,one,large,chocolate,several,wood,No presenta
1,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,wood,No presenta
0,flat,fibrous,cinnamon,anise,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown.,white,one,evanescent,white,several,leaves,No presenta
1,convex,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,grasses,No presenta
0,flat,fibrous,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,black,solitary,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,paths,No presenta
0,flat,scaly,red,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,green,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,black,solitary,wood,Presenta
1,convex,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,grasses,No presenta
0,flat,scaly,brown,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,brown,solitary,wood,Presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
1,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,paths,No presenta
0,convex,scaly,green,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,several,grasses,No presenta
1,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,grasses,No presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,white,one,large,chocolate,several,paths,No presenta
0,flat,scaly,red,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,brown,several,wood,Presenta
1,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,grasses,No presenta
1,flat,smooth,white,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white.,white,one,pendant,chocolate,scattered,urban,Presenta
1,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,several,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink.,white,one,large,chocolate,solitary,paths,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,wood,No presenta
1,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,several,wood,No presenta
1,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff.,white,one,large,chocolate,solitary,grasses,No presenta
1,convex,smooth,buff,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white.,white,one,pendant,chocolate,scattered,grasses,Presenta
1,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,white,one,large,chocolate,several,wood,No presenta
1,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,white,one,large,chocolate,solitary,grasses,No presenta
1,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,paths,No presenta
1,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,several,paths,No presenta
1,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,white,one,large,chocolate,solitary,wood,No presenta
1,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,several,paths,No presenta
1,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink.,white,one,large,chocolate,solitary,paths,No presenta
